"","timestamp","El.Espinal.Wind.Speed..80.m.","El.Espinal.Wind.Direction..80.m."
"262",2020-04-22 21:00:00,4.1046314,232.12502
"263",2020-04-22 22:00:00,1.8,216.8699
"264",2020-04-22 23:00:00,0,180
"265",2020-04-23 00:00:00,1.8,53.130096
"266",2020-04-23 01:00:00,3.219938,63.43495
"267",2020-04-23 02:00:00,3.396233,57.994614
"268",2020-04-23 03:00:00,3.0547013,44.999985
"269",2020-04-23 04:00:00,3.6,36.86989
"270",2020-04-23 05:00:00,4.072935,44.999985
"271",2020-04-23 06:00:00,4.39436,55.007973
"272",2020-04-23 07:00:00,7.8954163,65.772255
"273",2020-04-23 08:00:00,5.5887027,75.06858
"274",2020-04-23 09:00:00,0.5091169,135
"275",2020-04-23 10:00:00,4.0249224,243.43495
"276",2020-04-23 11:00:00,6.9247384,242.10274
"277",2020-04-23 12:00:00,9.19939,239.42078
"278",2020-04-23 13:00:00,8.891343,238.24052
"279",2020-04-23 14:00:00,12.7279215,241.26021
"280",2020-04-23 15:00:00,15.7908325,245.77226
"281",2020-04-23 16:00:00,16.854767,250.0169
"282",2020-04-23 17:00:00,15.141414,251.99585
"283",2020-04-23 18:00:00,12.661564,255.17352
"284",2020-04-23 19:00:00,7.7043357,217.40535
"285",2020-04-23 20:00:00,6.6087217,209.35776
"286",2020-04-23 21:00:00,5.4477882,187.59465
"287",2020-04-23 22:00:00,4.510787,151.38954
"288",2020-04-23 23:00:00,4.072935,135
"289",2020-04-24 00:00:00,3.319036,130.60129
"290",2020-04-24 01:00:00,2.9024127,119.74488
"291",2020-04-24 02:00:00,3.0758414,110.556046
"292",2020-04-24 03:00:00,3.396233,122.00538
"293",2020-04-24 04:00:00,3.8939953,123.69006
"294",2020-04-24 05:00:00,4.198285,120.96376
"295",2020-04-24 06:00:00,4.3498964,114.44395
"296",2020-04-24 07:00:00,5.154415,65.224846
"297",2020-04-24 08:00:00,2.8116899,50.194427
"298",2020-04-24 09:00:00,2.7416782,246.8014
"299",2020-04-24 10:00:00,6.792466,237.99463
"300",2020-04-24 11:00:00,8.39657,239.03624
"301",2020-04-24 12:00:00,10.383987,236.30994
"302",2020-04-24 13:00:00,9.585739,235.71313
"303",2020-04-24 14:00:00,10.685391,237.38075
"304",2020-04-24 15:00:00,11.753877,242.65013
"305",2020-04-24 16:00:00,12.43434,247.89056
"306",2020-04-24 17:00:00,10.041354,255.46555
"307",2020-04-24 18:00:00,8.669949,265.23636
"308",2020-04-24 19:00:00,7.10031,239.53445
"309",2020-04-24 20:00:00,6.696387,233.74615
"310",2020-04-24 21:00:00,3.563818,225
"311",2020-04-24 22:00:00,2.16,180
"312",2020-04-24 23:00:00,2.0991426,149.03624
"313",2020-04-25 00:00:00,1.5273507,135
"314",2020-04-25 01:00:00,0.5091169,135
"315",2020-04-25 02:00:00,0.35999998,89.99999
"316",2020-04-25 03:00:00,0.35999998,89.99999
"317",2020-04-25 04:00:00,1.08,89.99999
"318",2020-04-25 05:00:00,1.08,89.99999
"319",2020-04-25 06:00:00,1.609969,116.56505
"320",2020-04-25 07:00:00,3.9763298,84.805565
"321",2020-04-25 08:00:00,1.9386592,158.1986
"322",2020-04-25 09:00:00,6.618519,225
"323",2020-04-25 10:00:00,9.220499,231.3402
"324",2020-04-25 11:00:00,8.942214,229.8991
"325",2020-04-25 12:00:00,9.504272,232.69606
"326",2020-04-25 13:00:00,8.4963045,233.61565
"327",2020-04-25 14:00:00,8.891343,238.24052
"328",2020-04-25 15:00:00,7.5942082,238.57043
"329",2020-04-25 16:00:00,9.021574,241.38954
"330",2020-04-25 17:00:00,8.557102,247.75098
"331",2020-04-25 18:00:00,7.754637,248.1986
"332",2020-04-25 19:00:00,6.28713,246.37064
"333",2020-04-25 20:00:00,5.495161,238.3925
"334",2020-04-25 21:00:00,2.5959969,236.30994
"335",2020-04-25 22:00:00,0.35999998,360
"336",2020-04-25 23:00:00,2.2768397,18.434952
"337",2020-04-26 00:00:00,2.9024127,7.125
"338",2020-04-26 01:00:00,2.52,360
"339",2020-04-26 02:00:00,0.8049845,333.43497
"340",2020-04-26 03:00:00,1.8,180
"341",2020-04-26 04:00:00,4.5536795,161.56505
"342",2020-04-26 05:00:00,6.763786,154.79887
"343",2020-04-26 06:00:00,7.7879906,146.30994
"344",2020-04-26 07:00:00,3.96,89.99999
"345",2020-04-26 08:00:00,0.35999998,180
"346",2020-04-26 09:00:00,4.3349743,228.36647
"347",2020-04-26 10:00:00,7.8954163,226.84761
"348",2020-04-26 11:00:00,8.654987,225
"349",2020-04-26 12:00:00,9.931042,226.46881
"350",2020-04-26 13:00:00,8.669949,228.36647
"351",2020-04-26 14:00:00,10.009036,232.30576
"352",2020-04-26 15:00:00,9.449572,229.63547
"353",2020-04-26 16:00:00,10.703569,227.72632
"354",2020-04-26 17:00:00,9.178235,228.17984
"355",2020-04-26 18:00:00,9.220499,231.3402
"356",2020-04-26 19:00:00,7.289445,237.09476
"357",2020-04-26 20:00:00,4.8965297,233.97263
"358",2020-04-26 21:00:00,1.8,180
"359",2020-04-26 22:00:00,3.671294,101.30993
"360",2020-04-26 23:00:00,4.379589,99.46232
"361",2020-04-27 00:00:00,4.452954,104.03624
"362",2020-04-27 01:00:00,4.2136917,109.9831
"363",2020-04-27 02:00:00,3.219938,116.56505
"364",2020-04-27 03:00:00,2.0991426,120.96376
"365",2020-04-27 04:00:00,1.484318,104.03624
"366",2020-04-27 05:00:00,1.08,89.99999
"367",2020-04-27 06:00:00,2.16,89.99999
"368",2020-04-27 07:00:00,3.2599385,96.34019
"369",2020-04-27 08:00:00,4.0249224,100.30484
"370",2020-04-27 09:00:00,2.5455842,171.8699
"371",2020-04-27 10:00:00,5.495161,211.6075
"372",2020-04-27 11:00:00,7.7043357,217.40535
"373",2020-04-27 12:00:00,9.422101,226.54816
"374",2020-04-27 13:00:00,9.449572,229.63547
"375",2020-04-27 14:00:00,11.304229,232.76517
"376",2020-04-27 15:00:00,11.090103,234.24612
"377",2020-04-27 16:00:00,11.609651,240.25513
"378",2020-04-27 17:00:00,10.30883,245.22485
"379",2020-04-27 18:00:00,10.931203,252.75854
"380",2020-04-27 19:00:00,9.422101,263.41806
"381",2020-04-27 20:00:00,10.464798,266.0548
"382",2020-04-27 21:00:00,7.92,270
"383",2020-04-27 22:00:00,4.379589,279.46234
"384",2020-04-27 23:00:00,0.71999997,360
"385",2020-04-26 00:00:00,3.0758414,159.44395
"386",2020-04-26 01:00:00,4.198285,149.03624
"387",2020-04-26 02:00:00,4.3349743,138.36646
"388",2020-04-26 03:00:00,4.072935,135
"389",2020-04-26 04:00:00,3.8268526,131.18591
"390",2020-04-26 05:00:00,3.6,126.869896
"392",2020-04-26 07:00:00,7.127636,135
"393",2020-04-26 08:00:00,6.193674,125.537674
"394",2020-04-26 09:00:00,3.9763298,174.80557
"395",2020-04-26 10:00:00,6.6087217,209.35776
"396",2020-04-26 11:00:00,7.9932966,215.83765
"397",2020-04-26 12:00:00,9.686609,221.98721
"398",2020-04-26 13:00:00,9.1641035,225
"399",2020-04-26 14:00:00,10.195057,227.86241
"400",2020-04-26 15:00:00,8.942214,229.8991
"401",2020-04-26 16:00:00,9.726664,231.009
"402",2020-04-26 17:00:00,8.669949,228.36647
"403",2020-04-26 18:00:00,9.449572,229.63547
"416",2020-04-27 07:00:00,6.297428,59.036255
"417",2020-04-27 08:00:00,3.219938,63.43495
"418",2020-04-27 09:00:00,2.5959969,236.30994
"419",2020-04-27 10:00:00,7.7879906,236.30994
"420",2020-04-27 11:00:00,9.085988,236.30994
"421",2020-04-27 12:00:00,10.086427,235.1755
"422",2020-04-27 13:00:00,9.504272,232.69606
"423",2020-04-27 14:00:00,11.808878,232.43141
"424",2020-04-27 15:00:00,10.799999,233.1301
"425",2020-04-27 16:00:00,11.4862,237.80426
"426",2020-04-27 17:00:00,10.630672,241.69925
"427",2020-04-27 18:00:00,11.298495,247.52057
"428",2020-04-27 19:00:00,5.692099,214.69516
"429",2020-04-27 20:00:00,4.0249224,206.56505
"430",2020-04-27 21:00:00,1.484318,104.03624
"431",2020-04-27 22:00:00,4.3349743,85.23635
"432",2020-04-27 23:00:00,5.0528407,85.91438
"433",2020-04-28 00:00:00,4.32,89.99999
"434",2020-04-28 01:00:00,3.9763298,95.19443
"435",2020-04-28 02:00:00,3.6,89.99999
"436",2020-04-28 03:00:00,2.8799999,89.99999
"437",2020-04-28 04:00:00,2.8799999,89.99999
"438",2020-04-28 05:00:00,3.2399998,89.99999
"439",2020-04-28 06:00:00,3.6179552,84.289406
"440",2020-04-28 07:00:00,6.763786,64.79888
"441",2020-04-28 08:00:00,4.6800003,67.380135
"442",2020-04-28 09:00:00,1.5273507,225
"443",2020-04-28 10:00:00,6.4096174,218.15723
"444",2020-04-28 11:00:00,9.178235,221.82018
"445",2020-04-28 12:00:00,10.948973,226.33223
"446",2020-04-28 13:00:00,10.739832,230.44034
"447",2020-04-28 14:00:00,12.387348,234.46233
"448",2020-04-28 15:00:00,10.685391,237.38075
"449",2020-04-28 16:00:00,11.592895,244.23068
"450",2020-04-28 17:00:00,10.931203,252.75854
"451",2020-04-28 18:00:00,11.367109,259.04596
"452",2020-04-28 19:00:00,7.145796,229.08562
"453",2020-04-28 20:00:00,5.3517847,227.72632
"454",2020-04-28 21:00:00,1.2979984,213.69006
"455",2020-04-28 22:00:00,1.4399999,89.99999
"456",2020-04-28 23:00:00,2.6208394,74.054596
"457",2020-04-29 00:00:00,3.4152596,71.56504
"458",2020-04-29 01:00:00,3.5455887,66.037506
"459",2020-04-29 02:00:00,3.8939953,56.30993
"460",2020-04-29 03:00:00,3.396233,57.994614
"461",2020-04-29 04:00:00,3.396233,57.994614
"462",2020-04-29 05:00:00,3.0758414,69.443954
"463",2020-04-29 06:00:00,3.319036,77.47118
"464",2020-04-29 07:00:00,5.506941,78.69006
"465",2020-04-29 08:00:00,1.0182338,44.999985
"466",2020-04-29 09:00:00,2.968636,255.96376
"467",2020-04-29 10:00:00,6.9899354,258.11133
"468",2020-04-29 11:00:00,8.209263,254.74487
"469",2020-04-29 12:00:00,8.311245,252.34988
"470",2020-04-29 13:00:00,6.6185193,247.61987
"471",2020-04-29 14:00:00,9.339208,242.44719
"472",2020-04-29 15:00:00,11.592895,244.23068
"473",2020-04-29 16:00:00,13.202726,244.13365
"474",2020-04-29 17:00:00,9.659814,243.43495
"475",2020-04-29 18:00:00,9.83268,246.2505
"476",2020-04-29 19:00:00,6.9527545,248.7495
"477",2020-04-29 20:00:00,5.3517847,250.34618
"478",2020-04-29 21:00:00,4.0249224,243.43495
"479",2020-04-29 22:00:00,2.0991426,239.03624
"480",2020-04-29 23:00:00,0,180
"481",2020-04-30 00:00:00,1.1384199,108.434944
"482",2020-04-30 01:00:00,1.2979984,146.30994
"483",2020-04-30 02:00:00,1.1384199,198.43495
"484",2020-04-30 03:00:00,0.8049845,243.43495
"485",2020-04-30 04:00:00,0.71999997,89.99999
"486",2020-04-30 05:00:00,1.835647,101.30993
"487",2020-04-30 06:00:00,3.0758414,110.556046
"488",2020-04-30 07:00:00,4.896529,72.89727
"489",2020-04-30 08:00:00,1.08,89.99999
"490",2020-04-30 09:00:00,3.8268526,221.18593
"491",2020-04-30 10:00:00,8.404285,223.2643
"492",2020-04-30 11:00:00,10.195057,227.86241
"493",2020-04-30 12:00:00,11.480557,228.81409
"494",2020-04-30 13:00:00,10.195057,227.86241
"495",2020-04-30 14:00:00,11.753876,229.96974
"496",2020-04-30 15:00:00,11.384198,235.30484
"497",2020-04-30 16:00:00,13.089354,238.49574
"498",2020-04-30 17:00:00,11.753877,242.65013
"499",2020-04-30 18:00:00,12.7279215,241.26021
"500",2020-04-30 19:00:00,6.489992,250.55997
"501",2020-04-30 20:00:00,6.489992,250.55997
"502",2020-04-30 21:00:00,5.3517847,222.27368
"503",2020-04-30 22:00:00,6.2145634,190.00798
"504",2020-04-30 23:00:00,7.42159,165.96376
"505",2020-05-01 00:00:00,6.439876,153.43495
"506",2020-05-01 01:00:00,5.6233797,140.19443
"507",2020-05-01 02:00:00,4.1046314,142.12502
"508",2020-05-01 03:00:00,3.319036,139.3987
"509",2020-05-01 04:00:00,3.6,126.869896
"510",2020-05-01 05:00:00,3.6,126.869896
"511",2020-05-01 06:00:00,3.219938,116.56505
"512",2020-05-01 07:00:00,6.489992,70.55996
"513",2020-05-01 08:00:00,0,180
"514",2020-05-01 09:00:00,4.5820518,225
"515",2020-05-01 10:00:00,8.209263,232.12502
"516",2020-05-01 11:00:00,8.78872,235.00798
"517",2020-05-01 12:00:00,10.1887,237.99463
"518",2020-05-01 13:00:00,9.826088,241.55707
"519",2020-05-01 14:00:00,11.269782,243.43495
"520",2020-05-01 15:00:00,9.659814,243.43495
"521",2020-05-01 16:00:00,10.00256,239.74356
"522",2020-05-01 17:00:00,8.0899935,237.72437
"523",2020-05-01 18:00:00,9.693296,238.67131
"524",2020-05-01 19:00:00,5.8048253,240.25513
"525",2020-05-01 20:00:00,6.6087217,240.64226
"526",2020-05-01 21:00:00,3.7064266,240.9454
"527",2020-05-01 22:00:00,1.08,180
"528",2020-05-01 23:00:00,3.396233,122.00538
"529",2020-05-02 00:00:00,5.1165614,129.2894
"530",2020-05-02 01:00:00,5.3517847,137.72632
"531",2020-05-02 02:00:00,4.829907,153.43495
"532",2020-05-02 03:00:00,5.506941,168.69006
"533",2020-05-02 04:00:00,5.7599998,180
"534",2020-05-02 05:00:00,5.4119864,183.81407
