"","timestamp","Villa.Tecolutilla.Wind.Speed..80.m.","Villa.Tecolutilla.Wind.Direction..80.m."
"424",2020-04-27 15:00:00,24.269983,339.14557
"425",2020-04-27 16:00:00,25.38702,341.82196
"426",2020-04-27 17:00:00,27.25559,347.79956
"427",2020-04-27 18:00:00,26.121714,352.875
"428",2020-04-27 19:00:00,24.905132,355.85538
"429",2020-04-27 20:00:00,18.792551,339.82935
"430",2020-04-27 21:00:00,17.902534,344.84595
"431",2020-04-27 22:00:00,19.523155,5.290085
"432",2020-04-27 23:00:00,20.991426,30.963745
"433",2020-04-28 00:00:00,20.991426,59.036232
"434",2020-04-28 01:00:00,18.35647,78.69006
"435",2020-04-28 02:00:00,14.113653,95.85601
"436",2020-04-28 03:00:00,10.966713,113.19859
"437",2020-04-28 04:00:00,7.9036193,120.06859
"438",2020-04-28 05:00:00,6.6185193,112.380135
"439",2020-04-28 06:00:00,7.69592,100.784294
"440",2020-04-28 07:00:00,10.495713,95.90614
"441",2020-04-28 08:00:00,15.39184,100.784294
"442",2020-04-28 09:00:00,21.407139,109.653824
"443",2020-04-28 10:00:00,21.897945,117.40757
"444",2020-04-28 11:00:00,21.900904,115.301384
"445",2020-04-28 12:00:00,21.659916,111.44774
"446",2020-04-28 13:00:00,20.418695,99.13017
"447",2020-04-28 14:00:00,18.532133,82.1847
"448",2020-04-28 15:00:00,22.565422,33.94359
"449",2020-04-28 16:00:00,28.694056,23.670532
"450",2020-04-28 17:00:00,29.162222,28.7798
"451",2020-04-28 18:00:00,28.58545,31.08751
"452",2020-04-28 19:00:00,28.056913,33.48616
"453",2020-04-28 20:00:00,19.930477,20.071518
"454",2020-04-28 21:00:00,20.972897,39.427795
"455",2020-04-28 22:00:00,22.932877,47.5448
"456",2020-04-28 23:00:00,26.959166,55.885513
"457",2020-04-29 00:00:00,26.89419,62.062843
"458",2020-04-29 01:00:00,21.897945,62.59243
"459",2020-04-29 02:00:00,18.35647,64.440025
"460",2020-04-29 03:00:00,15.379206,69.443954
"461",2020-04-29 04:00:00,10.8955765,82.40536
"462",2020-04-29 05:00:00,8.161764,131.42366
"463",2020-04-29 06:00:00,11.966953,158.83875
"464",2020-04-29 07:00:00,11.966953,158.83875
"465",2020-04-29 08:00:00,11.183201,146.82149
"466",2020-04-29 09:00:00,11.770403,156.5713
"467",2020-04-29 10:00:00,13.556282,190.71312
"468",2020-04-29 11:00:00,14.386494,211.70143
"469",2020-04-29 12:00:00,12.594856,239.03625
"470",2020-04-29 13:00:00,12.303366,290.55603
"471",2020-04-29 14:00:00,21.659918,344.57782
"472",2020-04-29 15:00:00,25.562534,359.19308
"473",2020-04-29 16:00:00,24.905132,4.144623
"474",2020-04-29 17:00:00,25.40743,20.746078
"475",2020-04-29 18:00:00,23.507753,27.349869
"476",2020-04-29 19:00:00,23.740902,40.695526
"477",2020-04-29 20:00:00,22.218153,26.980225
"478",2020-04-29 21:00:00,22.218153,40.399902
"479",2020-04-29 22:00:00,21.94524,48.990906
"480",2020-04-29 23:00:00,20.808498,52.73359
"481",2020-04-30 00:00:00,21.26744,56.04094
"482",2020-04-30 01:00:00,24.48,61.927513
"483",2020-04-30 02:00:00,23.598541,68.52319
"484",2020-04-30 03:00:00,20.620806,73.77981
"485",2020-04-30 04:00:00,12.879752,63.43495
"486",2020-04-30 05:00:00,12.413477,29.538757
"487",2020-04-30 06:00:00,15.844089,21.317917
"488",2020-04-30 07:00:00,19.44,360
"489",2020-04-30 08:00:00,18.792551,20.170639
"490",2020-04-30 09:00:00,19.914217,12.528793
"491",2020-04-30 10:00:00,20.570463,4.0141754
"492",2020-04-30 11:00:00,26.28,360
"493",2020-04-30 12:00:00,31.338614,1.9749298
"494",2020-04-30 13:00:00,34.92742,1.1811981
"495",2020-04-30 14:00:00,36.016193,1.7183685
"496",2020-04-30 15:00:00,36.764088,2.8063507
"497",2020-04-30 16:00:00,34.428497,6.6048126
"498",2020-04-30 17:00:00,32.023815,8.403351
"499",2020-04-30 18:00:00,29.17777,9.229889
"500",2020-04-30 19:00:00,27.288855,8.343887
"501",2020-04-30 20:00:00,26.576681,8.569138
"502",2020-04-30 21:00:00,22.881956,12.724335
"503",2020-04-30 22:00:00,19.93048,16.798355
"504",2020-04-30 23:00:00,18.455048,20.55603
"505",2020-05-01 00:00:00,17.782688,21.370605
"506",2020-05-01 01:00:00,17.709658,26.565033
"507",2020-05-01 02:00:00,17.873556,34.330215
"508",2020-05-01 03:00:00,17.49615,36.63411
"509",2020-05-01 04:00:00,16.595179,40.601288
"510",2020-05-01 05:00:00,15.021105,44.028976
"511",2020-05-01 06:00:00,13.746156,44.999985
