"","timestamp","Amalia.Wind.Speed..80.m.","Amalia.Wind.Direction..80.m."
"318",2020-04-25 05:00:00,1.8,89.99999
"319",2020-04-25 06:00:00,2.5455842,44.999985
"320",2020-04-25 07:00:00,2.7416782,66.8014
"321",2020-04-25 08:00:00,2.3051248,51.34018
"322",2020-04-25 09:00:00,1.4399999,360
"323",2020-04-25 10:00:00,2.4149535,296.56506
"324",2020-04-25 11:00:00,5.3999996,270
"325",2020-04-25 12:00:00,7.92,270
"326",2020-04-25 13:00:00,9.726665,272.1211
"327",2020-04-25 14:00:00,11.212135,275.52753
"328",2020-04-25 15:00:00,13.797912,277.49585
"329",2020-04-25 16:00:00,15.5843,276.6325
"330",2020-04-25 17:00:00,18.057508,274.5739
"331",2020-04-25 18:00:00,25.651104,265.1696
"332",2020-04-25 19:00:00,32.24161,263.58917
"333",2020-04-25 20:00:00,36.78347,266.63354
"334",2020-04-25 21:00:00,34.92,270
"335",2020-04-25 22:00:00,23.042812,269.10483
"336",2020-04-25 23:00:00,12.7279215,261.8699
"337",2020-04-26 00:00:00,7.771331,256.6075
"338",2020-04-26 01:00:00,5.0528407,265.91437
"339",2020-04-26 02:00:00,2.968636,284.03625
"340",2020-04-26 03:00:00,2.2768397,341.56506
"341",2020-04-26 04:00:00,1.8,36.86989
"342",2020-04-26 05:00:00,2.9024127,82.874985
"343",2020-04-26 06:00:00,1.609969,63.43495
"344",2020-04-26 07:00:00,3.7585104,106.69924
"345",2020-04-26 08:00:00,2.8116899,129.80557
"346",2020-04-26 09:00:00,4.3349743,175.23636
"347",2020-04-26 10:00:00,6.830519,198.43495
"348",2020-04-26 11:00:00,9.686609,221.98721
"349",2020-04-26 12:00:00,13.0447235,242.02054
"350",2020-04-26 13:00:00,17.31746,249.30457
"351",2020-04-26 14:00:00,20.176065,254.47589
"352",2020-04-26 15:00:00,22.61419,256.185
"353",2020-04-26 16:00:00,24.288662,258.02386
"354",2020-04-26 17:00:00,25.420181,257.73523
"355",2020-04-26 18:00:00,28.036118,257.3914
"356",2020-04-26 19:00:00,30.911821,255.15454
"357",2020-04-26 20:00:00,34.22841,255.37914
"358",2020-04-26 21:00:00,32.335934,258.43988
"359",2020-04-26 22:00:00,25.922499,260.40686
"360",2020-04-26 23:00:00,15.629971,255.32361
"361",2020-04-27 00:00:00,8.587338,236.97614
"362",2020-04-27 01:00:00,8.089993,200.85446
"363",2020-04-27 02:00:00,9.779817,186.3402
"364",2020-04-27 03:00:00,10.805999,178.09085
"365",2020-04-27 04:00:00,11.252519,172.64761
"366",2020-04-27 05:00:00,10.041354,165.46555
"367",2020-04-27 06:00:00,8.854829,153.43495
"368",2020-04-27 07:00:00,7.8954163,136.84761
"369",2020-04-27 08:00:00,5.692099,124.69515
"370",2020-04-27 09:00:00,6.6087217,150.64224
"371",2020-04-27 10:00:00,9.3876505,175.60129
"372",2020-04-27 11:00:00,11.720751,190.61966
"373",2020-04-27 12:00:00,14.512064,203.38522
"374",2020-04-27 13:00:00,18.079027,215.27243
"375",2020-04-27 14:00:00,21.142147,222.92996
"376",2020-04-27 15:00:00,24.014996,229.86452
"377",2020-04-27 16:00:00,25.364037,235.40771
"378",2020-04-27 17:00:00,25.944988,240.9454
"379",2020-04-27 18:00:00,24.675106,246.8014
"380",2020-04-27 19:00:00,23.933908,254.29138
"381",2020-04-27 20:00:00,22.963936,260.98068
"382",2020-04-27 21:00:00,17.28,270
"383",2020-04-27 22:00:00,9.114471,279.09027
"384",2020-04-27 23:00:00,4.379589,279.46234
