"","timestamp","√.lvaro.Obreg√≥n.Wind.Speed..80.m.","√.lvaro.Obreg√≥n.Wind.Direction..80.m."
"190",2020-04-21 21:00:00,19.8,89.99999
"191",2020-04-21 22:00:00,21.03152,83.11828
"192",2020-04-21 23:00:00,21.626984,87.137596
"193",2020-04-20 00:00:00,19.586119,126.027374
"195",2020-04-20 02:00:00,17.31746,133.3153
"196",2020-04-20 03:00:00,12.768586,130.42607
"197",2020-04-20 04:00:00,9.290511,125.537674
"198",2020-04-20 05:00:00,8.854829,116.56505
"199",2020-04-20 06:00:00,9.746631,94.23639
"201",2020-04-20 08:00:00,13.004921,94.76365
"202",2020-04-20 09:00:00,16.516901,110.409874
"203",2020-04-20 10:00:00,14.241629,106.14433
"204",2020-04-20 11:00:00,13.797912,97.49586
"205",2020-04-20 12:00:00,14.759999,89.99999
"206",2020-04-20 13:00:00,16.215992,87.45519
"207",2020-04-20 14:00:00,14.830076,84.4278
"208",2020-04-20 15:00:00,15.328561,80.537674
"209",2020-04-20 16:00:00,16.808569,80.134186
"210",2020-04-20 17:00:00,19.559633,83.65981
"211",2020-04-20 18:00:00,20.523155,88.99491
"212",2020-04-20 19:00:00,20.929596,93.945175
"213",2020-04-20 20:00:00,20.969805,101.88866
"214",2020-04-20 21:00:00,19.296133,104.03624
"215",2020-04-20 22:00:00,15.683776,99.24611
"216",2020-04-20 23:00:00,11.570515,95.35582
"217",2020-04-21 00:00:00,11.212135,95.52754
"218",2020-04-21 01:00:00,10.739833,103.570435
"219",2020-04-21 02:00:00,9.255571,103.49573
"220",2020-04-21 03:00:00,8.905908,75.96376
"221",2020-04-21 04:00:00,11.043261,70.97439
"222",2020-04-21 05:00:00,12.522619,71.56504
"223",2020-04-21 06:00:00,12.641076,70.016884
"225",2020-04-21 08:00:00,9.360001,67.380135
"226",2020-04-21 09:00:00,16.56,89.99999
"227",2020-04-21 10:00:00,18.0036,91.14575
"228",2020-04-21 11:00:00,18.448023,95.599335
"229",2020-04-21 12:00:00,19.201874,96.45882
"230",2020-04-21 13:00:00,20.275383,96.1155
"231",2020-04-21 14:00:00,20.674158,97.00127
"232",2020-04-21 15:00:00,21.611998,91.90914
"233",2020-04-21 16:00:00,21.96295,90.939186
"234",2020-04-21 17:00:00,22.7057,92.72631
"235",2020-04-21 18:00:00,22.782625,95.44032
"236",2020-04-21 19:00:00,22.065973,95.61758
"237",2020-04-21 20:00:00,25.812277,98.01709
"238",2020-04-21 21:00:00,24.850431,88.339714
"239",2020-04-21 22:00:00,23.576563,82.9835
"240",2020-04-21 23:00:00,22.862125,82.76308
"241",2020-04-22 00:00:00,20.570463,85.98582
"242",2020-04-22 01:00:00,17.313717,86.42367
"243",2020-04-22 02:00:00,16.520823,78.69006
"244",2020-04-22 03:00:00,17.106628,81.52885
"245",2020-04-22 04:00:00,16.215992,87.45519
"246",2020-04-22 05:00:00,15.517629,86.00909
"247",2020-04-22 06:00:00,16.343367,82.40536
"248",2020-04-22 07:00:00,17.81909,81.869896
"249",2020-04-22 08:00:00,16.93531,92.436646
"250",2020-04-22 09:00:00,21.398056,102.63336
"251",2020-04-22 10:00:00,24.703976,108.69898
"252",2020-04-22 11:00:00,26.309572,106.69924
"253",2020-04-22 12:00:00,26.717722,104.03624
"254",2020-04-22 13:00:00,28.467329,103.15754
"255",2020-04-22 14:00:00,29.601109,103.360214
"256",2020-04-22 15:00:00,30.385365,103.70696
"257",2020-04-22 16:00:00,30.124065,104.534454
"258",2020-04-22 17:00:00,29.68636,104.03624
"259",2020-04-22 18:00:00,29.370352,101.30993
"260",2020-04-22 19:00:00,27.959742,101.88866
"261",2020-04-22 20:00:00,24.36591,102.80426
"262",2020-04-22 21:00:00,22.253124,99.30994
"263",2020-04-22 22:00:00,21.046917,102.8477
"264",2020-04-22 23:00:00,21.868332,110.22485
"265",2020-04-23 00:00:00,20.188908,111.99113
"266",2020-04-23 01:00:00,20.61766,114.77514
"267",2020-04-23 02:00:00,20.291357,115.201126
"268",2020-04-23 03:00:00,21.325253,111.80141
"269",2020-04-23 04:00:00,22.73707,113.31771
"270",2020-04-23 05:00:00,25.20257,111.80141
"271",2020-04-23 06:00:00,25.40743,110.74608
"272",2020-04-23 07:00:00,23.224882,108.99665
"273",2020-04-23 08:00:00,23.4,112.61986
"274",2020-04-23 09:00:00,29.337238,119.39605
"275",2020-04-23 10:00:00,30.261421,122.36664
"276",2020-04-23 11:00:00,30.993471,120.73548
"277",2020-04-23 12:00:00,30.993471,120.73548
"278",2020-04-23 13:00:00,31.435646,119.500725
"279",2020-04-23 14:00:00,30.945345,119.248825
"280",2020-04-23 15:00:00,29.827904,119.6591
"281",2020-04-23 16:00:00,28.712116,120.1013
"282",2020-04-23 17:00:00,28.694056,113.67053
"283",2020-04-23 18:00:00,27.416782,113.19859
"284",2020-04-23 19:00:00,26.299719,109.17901
"285",2020-04-23 20:00:00,25.683926,95.630684
"286",2020-04-23 21:00:00,24.933735,94.96974
"287",2020-04-23 22:00:00,25.764534,105.395546
"288",2020-04-23 23:00:00,23.871555,113.08513
"289",2020-04-24 00:00:00,24.798225,117.68106
"290",2020-04-24 01:00:00,23.358423,118.53998
"291",2020-04-24 02:00:00,21.900904,115.301384
"292",2020-04-24 03:00:00,20.65848,112.54305
"293",2020-04-24 04:00:00,18.58451,111.59531
"294",2020-04-24 05:00:00,17.114204,104.620865
"295",2020-04-24 06:00:00,18.709612,101.09372
"296",2020-04-24 07:00:00,17.518356,99.46232
"297",2020-04-24 08:00:00,9.72,89.99999
"298",2020-04-24 09:00:00,12.496719,101.63363
"299",2020-04-24 10:00:00,11.183201,86.30861
"300",2020-04-24 11:00:00,12.324414,83.29016
"301",2020-04-24 12:00:00,13.450708,74.47588
"302",2020-04-24 13:00:00,15.111424,77.61923
"303",2020-04-24 14:00:00,15.986595,82.23483
"304",2020-04-24 15:00:00,15.941944,83.51692
"305",2020-04-24 16:00:00,16.299694,83.65981
"306",2020-04-24 17:00:00,17.81909,81.869896
"307",2020-04-24 18:00:00,18.175545,82.03039
"308",2020-04-24 19:00:00,18.391735,86.63353
"309",2020-04-24 20:00:00,26.552288,102.52881
"310",2020-04-24 21:00:00,24.448214,103.62699
"311",2020-04-24 22:00:00,16.62249,94.96974
"312",2020-04-24 23:00:00,7.24486,63.43495
"313",2020-04-25 00:00:00,4.8965297,36.027374
"314",2020-04-25 01:00:00,4.39436,34.99202
"315",2020-04-25 02:00:00,3.8773184,68.19859
"316",2020-04-25 03:00:00,3.8939953,56.30993
"317",2020-04-25 04:00:00,5.1165614,39.2894
"318",2020-04-25 05:00:00,7.2,36.86989
"319",2020-04-25 06:00:00,8.4963045,53.61563
"320",2020-04-25 07:00:00,8.311245,72.34988
"321",2020-04-25 08:00:00,9.9571085,102.52881
"322",2020-04-25 09:00:00,13.450708,105.5241
"323",2020-04-25 10:00:00,14.408997,102.99461
"324",2020-04-25 11:00:00,15.5843,96.632515
"325",2020-04-25 12:00:00,18.03237,93.433624
"326",2020-04-25 13:00:00,20.883104,89.01224
"327",2020-04-25 14:00:00,22.691425,88.1817
"328",2020-04-25 15:00:00,24.482647,89.15747
"329",2020-04-25 16:00:00,24.48,89.99999
"330",2020-04-25 17:00:00,24.122683,89.144905
"331",2020-04-25 18:00:00,24.48,89.99999
"332",2020-04-25 19:00:00,23.039999,89.99999
"333",2020-04-25 20:00:00,24.522316,93.366455
"334",2020-04-25 21:00:00,23.266697,81.99527
"335",2020-04-25 22:00:00,23.444265,86.478546
"336",2020-04-25 23:00:00,21.602999,89.04515
"337",2020-04-26 00:00:00,16.923828,88.78112
"338",2020-04-26 01:00:00,14.759999,89.99999
"339",2020-04-26 02:00:00,14.113653,95.85601
"340",2020-04-26 03:00:00,12.964998,91.59113
"341",2020-04-26 04:00:00,14.081478,94.398705
"342",2020-04-26 05:00:00,15.84409,91.30195
"343",2020-04-26 06:00:00,18.359999,89.99999
"344",2020-04-26 07:00:00,20.188908,93.06648
"345",2020-04-26 08:00:00,18.089775,95.71059
"346",2020-04-26 09:00:00,22.657131,107.57126
"347",2020-04-26 10:00:00,23.598541,111.47679
"348",2020-04-26 11:00:00,25.045238,108.434944
"349",2020-04-26 12:00:00,25.417631,105.610985
"350",2020-04-26 13:00:00,26.554728,105.732
"351",2020-04-26 14:00:00,26.309572,106.69924
"352",2020-04-26 15:00:00,25.932495,103.65041
"353",2020-04-26 16:00:00,24.923338,100.82301
"354",2020-04-26 17:00:00,23.97989,97.76516
"355",2020-04-26 18:00:00,23.535301,96.14662
"356",2020-04-26 19:00:00,21.626984,92.862404
"357",2020-04-26 20:00:00,22.461807,96.44159
"358",2020-04-26 21:00:00,22.691425,91.8183
"359",2020-04-26 22:00:00,20.883104,89.01224
"360",2020-04-26 23:00:00,20.5484,93.01279
"361",2020-04-27 00:00:00,17.873556,99.2726
"362",2020-04-27 01:00:00,13.979871,101.88866
"363",2020-04-27 02:00:00,12.324414,96.70984
"364",2020-04-27 03:00:00,8.311245,85.03026
"365",2020-04-27 04:00:00,7.968939,71.56504
"366",2020-04-27 05:00:00,8.707237,60.25511
"367",2020-04-27 06:00:00,9.826088,61.557068
"368",2020-04-27 07:00:00,9.826088,61.557068
"369",2020-04-27 08:00:00,9.904906,70.90651
"370",2020-04-27 09:00:00,15.188415,95.44032
"371",2020-04-27 10:00:00,17.731598,95.82633
"372",2020-04-27 11:00:00,20.188908,93.06648
"373",2020-04-27 12:00:00,21.316135,94.844
"374",2020-04-27 13:00:00,22.782625,95.44032
"375",2020-04-27 14:00:00,22.862125,97.236916
"376",2020-04-27 15:00:00,22.461807,96.44159
"377",2020-04-27 16:00:00,21.67487,94.76365
"378",2020-04-27 17:00:00,21.288757,93.87852
"379",2020-04-27 18:00:00,20.532627,92.009544
"380",2020-04-27 19:00:00,19.803272,91.04162
"381",2020-04-27 20:00:00,19.523155,95.29008
"382",2020-04-27 21:00:00,18.775301,94.398705
"383",2020-04-27 22:00:00,18.94024,81.25384
"384",2020-04-27 23:00:00,19.829433,74.19748
"385",2020-04-26 00:00:00,15.629972,97.943474
"386",2020-04-26 01:00:00,15.629972,97.943474
"387",2020-04-26 02:00:00,14.685176,101.30993
"388",2020-04-26 03:00:00,15.542662,103.392494
"389",2020-04-26 04:00:00,16.327497,104.03624
"390",2020-04-26 05:00:00,15.192682,103.70696
"391",2020-04-26 06:00:00,15.03835,101.04093
"393",2020-04-26 08:00:00,23.584808,102.33909
"394",2020-04-26 09:00:00,25.071096,105.83238
"395",2020-04-26 10:00:00,24.72495,106.05998
"396",2020-04-26 11:00:00,23.157824,101.659294
"397",2020-04-26 12:00:00,24.280659,105.47863
"398",2020-04-26 13:00:00,24.975283,105.03781
"399",2020-04-26 14:00:00,25.323128,104.82648
"400",2020-04-26 15:00:00,25.699057,101.30993
"401",2020-04-26 16:00:00,25.812277,98.01709
"402",2020-04-26 17:00:00,25.050413,97.431404
"403",2020-04-26 18:00:00,23.857979,95.19443
"404",2020-04-26 19:00:00,22.7057,92.72631
"417",2020-04-27 08:00:00,16.09969,100.30484
"418",2020-04-27 09:00:00,18.228943,99.09027
"419",2020-04-27 10:00:00,17.771753,96.98105
"420",2020-04-27 11:00:00,20.674158,97.00127
"421",2020-04-27 12:00:00,21.626984,92.862404
"422",2020-04-27 13:00:00,23.78453,92.60256
"423",2020-04-27 14:00:00,24.50381,92.52611
"424",2020-04-27 15:00:00,24.850431,91.66028
"425",2020-04-27 16:00:00,23.762726,90.86805
"426",2020-04-27 17:00:00,23.411074,88.2376
"427",2020-04-27 18:00:00,22.42427,84.47246
"428",2020-04-27 19:00:00,21.791153,82.40536
"429",2020-04-27 20:00:00,21.99538,111.104836
"430",2020-04-27 21:00:00,21.322214,101.68936
"431",2020-04-27 22:00:00,18.775301,94.398705
"432",2020-04-27 23:00:00,16.203999,88.72697
"433",2020-04-28 00:00:00,14.512064,82.874985
"434",2020-04-28 01:00:00,13.556282,79.28687
"435",2020-04-28 02:00:00,13.849476,81.02737
"436",2020-04-28 03:00:00,13.722565,85.48601
"437",2020-04-28 04:00:00,15.119999,89.99999
"438",2020-04-28 05:00:00,13.698934,93.01279
"439",2020-04-28 06:00:00,12.682018,96.5198
"440",2020-04-28 07:00:00,11.252519,97.35238
"441",2020-04-28 08:00:00,9.028754,85.42608
"442",2020-04-28 09:00:00,18.35647,101.30993
"443",2020-04-28 10:00:00,20.431387,104.2811
"444",2020-04-28 11:00:00,21.313093,105.67952
"445",2020-04-28 12:00:00,21.829777,103.348724
"446",2020-04-28 13:00:00,23.087763,100.784294
"447",2020-04-28 14:00:00,23.863409,101.30993
"448",2020-04-28 15:00:00,24.149532,100.30484
"449",2020-04-28 16:00:00,23.377836,99.75242
"450",2020-04-28 17:00:00,22.91026,98.1301
"451",2020-04-28 18:00:00,22.461807,96.44159
"452",2020-04-28 19:00:00,21.349546,95.80673
"453",2020-04-28 20:00:00,22.314194,107.85032
"454",2020-04-28 21:00:00,20.265795,102.308014
"455",2020-04-28 22:00:00,17.518356,99.46232
"456",2020-04-28 23:00:00,15.517629,93.990906
"457",2020-04-29 00:00:00,13.679999,89.99999
"458",2020-04-29 01:00:00,13.324863,91.54815
"459",2020-04-29 02:00:00,12.605142,91.63657
"460",2020-04-29 03:00:00,13.32,89.99999
"461",2020-04-29 04:00:00,14.417988,87.137596
"462",2020-04-29 05:00:00,14.044615,88.53119
"463",2020-04-29 06:00:00,14.417988,92.862404
"464",2020-04-29 07:00:00,14.440443,94.28915
"465",2020-04-29 08:00:00,12.849528,101.30993
"466",2020-04-29 09:00:00,19.721298,111.412964
"467",2020-04-29 10:00:00,21.273533,113.96249
"468",2020-04-29 11:00:00,21.897945,117.40757
"469",2020-04-29 12:00:00,21.30093,120.465546
"470",2020-04-29 13:00:00,20.608229,117.012665
"471",2020-04-29 14:00:00,19.130875,109.798874
"472",2020-04-29 15:00:00,20.620806,106.22019
"473",2020-04-29 16:00:00,21.41319,106.60698
"474",2020-04-29 17:00:00,23.749088,104.03624
"475",2020-04-29 18:00:00,23.313995,103.392494
"476",2020-04-29 19:00:00,21.829777,103.348724
"477",2020-04-29 20:00:00,23.936617,102.15494
"478",2020-04-29 21:00:00,26.299719,109.17901
"479",2020-04-29 22:00:00,23.806318,110.353226
"480",2020-04-29 23:00:00,17.76081,107.700424
"481",2020-04-30 00:00:00,11.384199,108.434944
"482",2020-04-30 01:00:00,4.829907,116.56505
"483",2020-04-30 02:00:00,1.8,89.99999
"484",2020-04-30 03:00:00,1.8,36.86989
"485",2020-04-30 04:00:00,3.7585104,73.30075
