"","timestamp","El.Nuevo.Mercurio.Wind.Speed..80.m.","El.Nuevo.Mercurio.Wind.Direction..80.m."
"309",2020-04-24 20:00:00,19.855558,337.61987
"310",2020-04-24 21:00:00,24.905132,355.85538
"311",2020-04-24 22:00:00,27.181787,11.4587555
"312",2020-04-24 23:00:00,26.807312,22.087158
"313",2020-04-25 00:00:00,19.33639,28.950989
"314",2020-04-25 01:00:00,11.720751,42.510437
"315",2020-04-25 02:00:00,7.8625183,74.054596
"316",2020-04-25 03:00:00,7.771331,103.392494
"317",2020-04-25 04:00:00,8.891343,121.759476
"318",2020-04-25 05:00:00,11.019764,128.36748
"319",2020-04-25 06:00:00,12.496718,131.49648
"320",2020-04-25 07:00:00,13.246826,132.7974
"321",2020-04-25 08:00:00,13.479583,124.11447
"322",2020-04-25 09:00:00,8.287822,124.38034
"323",2020-04-25 10:00:00,7.145796,130.91438
"324",2020-04-25 11:00:00,6.618519,135
"325",2020-04-25 12:00:00,6.3690495,132.70938
"326",2020-04-25 13:00:00,7.386582,136.97493
"327",2020-04-25 14:00:00,8.587338,146.97614
"328",2020-04-25 15:00:00,8.654986,163.07248
"329",2020-04-25 16:00:00,7.92,180
"330",2020-04-25 17:00:00,5.1544156,192.09476
"331",2020-04-25 18:00:00,2.5959969,213.69006
"332",2020-04-25 19:00:00,2.5455842,44.999985
"333",2020-04-25 20:00:00,21.046917,77.15229
"334",2020-04-25 21:00:00,34.32105,94.813545
"335",2020-04-25 22:00:00,30.173496,107.35402
"336",2020-04-25 23:00:00,23.068108,112.96377
"337",2020-04-26 00:00:00,17.25373,113.35556
"338",2020-04-26 01:00:00,13.708391,113.19859
"339",2020-04-26 02:00:00,12.181625,108.9704
"340",2020-04-26 03:00:00,10.041354,104.534454
"341",2020-04-26 04:00:00,6.87779,96.009
"342",2020-04-26 05:00:00,5.0911684,81.869896
"343",2020-04-26 06:00:00,3.9763298,84.805565
"344",2020-04-26 07:00:00,4.379589,99.46232
"345",2020-04-26 08:00:00,6.849467,86.98721
"346",2020-04-26 09:00:00,5.8603754,79.38034
"347",2020-04-26 10:00:00,6.725354,105.5241
"348",2020-04-26 11:00:00,8.891343,121.759476
"349",2020-04-26 12:00:00,10.587918,125.31121
"350",2020-04-26 13:00:00,9.290511,125.537674
"351",2020-04-26 14:00:00,8.0899935,122.27564
"352",2020-04-26 15:00:00,7.42159,104.03624
"353",2020-04-26 16:00:00,8.209263,105.25512
"354",2020-04-26 17:00:00,10.24578,108.434944
"355",2020-04-26 18:00:00,11.435313,118.17859
"356",2020-04-26 19:00:00,15.1884165,121.429565
"357",2020-04-26 20:00:00,7.5170207,106.69924
"358",2020-04-26 21:00:00,16.311613,112.036224
"359",2020-04-26 22:00:00,21.485697,121.29304
"360",2020-04-26 23:00:00,25.02971,130.33315
"361",2020-04-27 00:00:00,25.264202,139.0445
"362",2020-04-27 01:00:00,22.9724,147.80426
"363",2020-04-27 02:00:00,19.64228,153.90457
"364",2020-04-27 03:00:00,18.359999,151.9275
"365",2020-04-27 04:00:00,15.9134655,142.35239
"366",2020-04-27 05:00:00,15.30741,131.18591
"367",2020-04-27 06:00:00,14.57889,122.90524
"368",2020-04-27 07:00:00,13.896187,106.55707
"369",2020-04-27 08:00:00,16.700275,97.431404
"370",2020-04-27 09:00:00,17.106628,98.471146
"371",2020-04-27 10:00:00,12.313894,127.874985
"372",2020-04-27 11:00:00,10.144082,152.52557
"373",2020-04-27 12:00:00,9.255571,166.50427
"374",2020-04-27 13:00:00,6.519877,173.6598
"375",2020-04-27 14:00:00,3.96,180
"376",2020-04-27 15:00:00,3.0547013,225
"377",2020-04-27 16:00:00,2.5455842,261.8699
"378",2020-04-27 17:00:00,1.8,323.13013
"379",2020-04-27 18:00:00,3.6179552,354.28943
"380",2020-04-27 19:00:00,5.04,360
"381",2020-04-27 20:00:00,6.6185193,22.380127
"382",2020-04-27 21:00:00,9.726664,51.009003
"383",2020-04-27 22:00:00,11.792404,77.66091
"384",2020-04-27 23:00:00,14.869351,96.95296
"385",2020-04-26 00:00:00,38.378433,126.224945
"386",2020-04-26 01:00:00,30.978828,141.13222
"387",2020-04-26 02:00:00,23.993399,152.2815
"388",2020-04-26 03:00:00,17.709658,153.43495
"389",2020-04-26 04:00:00,10.799999,143.1301
"390",2020-04-26 05:00:00,8.089993,110.854454
"391",2020-04-26 06:00:00,9.007196,87.70938
"393",2020-04-26 08:00:00,6.28713,113.62937
"394",2020-04-26 09:00:00,4.6938257,122.47119
"395",2020-04-26 10:00:00,8.714677,128.29016
"396",2020-04-26 11:00:00,12.599998,126.869896
"397",2020-04-26 12:00:00,12.181624,124.1597
"398",2020-04-26 13:00:00,10.685391,122.61925
"399",2020-04-26 14:00:00,8.217153,118.81079
"400",2020-04-26 15:00:00,7.072878,104.74355
"401",2020-04-26 16:00:00,6.130579,93.366455
"402",2020-04-26 17:00:00,5.8048253,82.874985
"403",2020-04-26 18:00:00,5.5887027,75.06858
"404",2020-04-26 19:00:00,7.42159,75.96376
"417",2020-04-27 08:00:00,7.8625183,164.0546
"418",2020-04-27 09:00:00,9.36,180
"419",2020-04-27 10:00:00,8.647496,182.38594
"420",2020-04-27 11:00:00,11.609651,187.12502
"421",2020-04-27 12:00:00,13.276144,192.52881
"422",2020-04-27 13:00:00,11.113451,204.90477
"423",2020-04-27 14:00:00,7.491114,234.78241
"424",2020-04-27 15:00:00,7.5599995,270
"425",2020-04-27 16:00:00,10.137692,286.50436
"426",2020-04-27 17:00:00,12.245293,294.30457
"427",2020-04-27 18:00:00,12.904882,300.1414
"428",2020-04-27 19:00:00,11.609651,299.74487
"429",2020-04-27 20:00:00,7.208994,2.8624115
"430",2020-04-27 21:00:00,9.422101,43.451828
"431",2020-04-27 22:00:00,13.722565,85.48601
"432",2020-04-27 23:00:00,17.298738,102.011475
"433",2020-04-28 00:00:00,20.456745,118.36904
"434",2020-04-28 01:00:00,21.94524,131.0091
"435",2020-04-28 02:00:00,22.26477,140.90614
"436",2020-04-28 03:00:00,21.26744,146.04094
"437",2020-04-28 04:00:00,19.770523,146.88866
"438",2020-04-28 05:00:00,18.79255,143.56914
"439",2020-04-28 06:00:00,17.713316,142.43141
"440",2020-04-28 07:00:00,16.199999,143.1301
"441",2020-04-28 08:00:00,17.902534,164.84593
"442",2020-04-28 09:00:00,12.682018,173.4802
"443",2020-04-28 10:00:00,8.473393,192.26477
"444",2020-04-28 11:00:00,7.928177,219.47246
"445",2020-04-28 12:00:00,8.217153,241.18921
"446",2020-04-28 13:00:00,9.346143,254.35776
"447",2020-04-28 14:00:00,9.605998,257.00537
"448",2020-04-28 15:00:00,10.538843,262.14667
"449",2020-04-28 16:00:00,11.5199995,270
"450",2020-04-28 17:00:00,11.525623,284.47028
"451",2020-04-28 18:00:00,11.592895,295.76935
"452",2020-04-28 19:00:00,12.031756,308.92755
"453",2020-04-28 20:00:00,16.78156,305.3948
"454",2020-04-28 21:00:00,16.923828,330.70865
"455",2020-04-28 22:00:00,17.731598,354.17365
"456",2020-04-28 23:00:00,14.830076,5.5721893
"457",2020-04-29 00:00:00,10.24578,18.434952
"458",2020-04-29 01:00:00,6.9153743,38.659805
"459",2020-04-29 02:00:00,4.5536795,71.56504
"460",2020-04-29 03:00:00,4.0249224,116.56505
"461",2020-04-29 04:00:00,5.692099,145.30484
"462",2020-04-29 05:00:00,6.763786,154.79887
"463",2020-04-29 06:00:00,6.9527545,158.7495
"464",2020-04-29 07:00:00,6.6185193,157.61987
"465",2020-04-29 08:00:00,9.565437,109.798874
"466",2020-04-29 09:00:00,7.42159,112.83366
"467",2020-04-29 10:00:00,4.6800003,112.61986
"468",2020-04-29 11:00:00,2.968636,75.96376
"469",2020-04-29 12:00:00,10.990322,31.607498
"470",2020-04-29 13:00:00,20.945072,24.362442
"471",2020-04-29 14:00:00,21.068459,19.983109
"472",2020-04-29 15:00:00,21.518847,17.525558
"473",2020-04-29 16:00:00,22.206486,16.966125
"474",2020-04-29 17:00:00,23.565567,18.711731
"475",2020-04-29 18:00:00,24.535526,22.425842
"476",2020-04-29 19:00:00,27.381306,28.249725
"477",2020-04-29 20:00:00,28.33957,64.411476
"478",2020-04-29 21:00:00,27.952787,82.6004
"479",2020-04-29 22:00:00,29.162226,90.70731
"480",2020-04-29 23:00:00,29.301878,95.64055
"481",2020-04-30 00:00:00,27.607563,102.04257
"482",2020-04-30 01:00:00,23.000591,107.30053
"483",2020-04-30 02:00:00,15.509274,111.80141
