"","timestamp","Cahuapan.Wind.Speed..80.m.","Cahuapan.Wind.Direction..80.m."
"363",2020-04-27 02:00:00,20.519999,360
"364",2020-04-27 03:00:00,20.211363,4.085617
"365",2020-04-27 04:00:00,19.493261,4.236374
"366",2020-04-27 05:00:00,18.228943,350.90973
"367",2020-04-27 06:00:00,14.658676,335.32312
"368",2020-04-27 07:00:00,9.085988,303.69006
"369",2020-04-27 08:00:00,6.130579,266.63354
"370",2020-04-27 09:00:00,4.73506,278.74615
"371",2020-04-27 10:00:00,7.5599995,360
"372",2020-04-27 11:00:00,12.57426,13.240509
"373",2020-04-27 12:00:00,18.214718,18.434952
"374",2020-04-27 13:00:00,24.482647,17.102722
"375",2020-04-27 14:00:00,28.038431,15.642242
"376",2020-04-27 15:00:00,31.104082,16.127563
"377",2020-04-27 16:00:00,32.559605,18.034286
"378",2020-04-27 17:00:00,34.94968,18.621567
"379",2020-04-27 18:00:00,34.895866,21.801407
"380",2020-04-27 19:00:00,33.50128,28.217346
"381",2020-04-27 20:00:00,28.373846,35.70668
"382",2020-04-27 21:00:00,24.75638,40.872406
"383",2020-04-27 22:00:00,21.479664,39.55966
"384",2020-04-27 23:00:00,17.713316,37.568573
"385",2020-04-26 00:00:00,4.8965297,323.97263
"386",2020-04-26 01:00:00,7.928177,320.52753
"387",2020-04-26 02:00:00,8.217153,331.1892
"388",2020-04-26 03:00:00,10.594036,350.2176
"389",2020-04-26 04:00:00,13.684735,1.507431
"390",2020-04-26 05:00:00,14.973576,9.688782
"391",2020-04-26 06:00:00,17.298738,12.01149
"393",2020-04-26 08:00:00,18.25026,345.1414
"394",2020-04-26 09:00:00,10.195057,317.86243
"395",2020-04-26 10:00:00,5.8048253,277.125
"396",2020-04-26 11:00:00,3.8773184,291.8014
"397",2020-04-26 12:00:00,11.841756,19.536652
"398",2020-04-26 13:00:00,25.729298,17.927917
"399",2020-04-26 14:00:00,38.046055,6.519806
"400",2020-04-26 15:00:00,43.135452,6.7098236
"401",2020-04-26 16:00:00,44.067295,4.6858826
"402",2020-04-26 17:00:00,42.99099,4.803482
"403",2020-04-26 18:00:00,40.06365,4.122299
"404",2020-04-26 19:00:00,35.78697,5.194412
"417",2020-04-27 08:00:00,11.019764,308.3675
"418",2020-04-27 09:00:00,10.195057,317.86243
"419",2020-04-27 10:00:00,18.430452,347.5926
"420",2020-04-27 11:00:00,21.485697,351.32684
"421",2020-04-27 12:00:00,20.907913,357.03906
"422",2020-04-27 13:00:00,23.266697,8.00473
"423",2020-04-27 14:00:00,26.717722,14.03624
"424",2020-04-27 15:00:00,30.911821,14.845444
"425",2020-04-27 16:00:00,32.79361,17.241455
"426",2020-04-27 17:00:00,36.204617,19.15561
"427",2020-04-27 18:00:00,37.16902,21.595291
"428",2020-04-27 19:00:00,34.292717,26.834045
"429",2020-04-27 20:00:00,25.872456,31.920853
"430",2020-04-27 21:00:00,23.363974,33.690063
"431",2020-04-27 22:00:00,20.140705,28.855652
"432",2020-04-27 23:00:00,18.998316,27.050598
"433",2020-04-28 00:00:00,17.884428,40.100906
"434",2020-04-28 01:00:00,18.171976,56.30993
"435",2020-04-28 02:00:00,14.973577,62.818893
"436",2020-04-28 03:00:00,7.9932966,54.16234
"437",2020-04-28 04:00:00,5.0528407,355.91437
"438",2020-04-28 05:00:00,7.7043357,322.59467
"439",2020-04-28 06:00:00,10.948973,316.3322
"440",2020-04-28 07:00:00,11.720751,312.51044
"441",2020-04-28 08:00:00,6.4096174,308.15723
"442",2020-04-28 09:00:00,6.792466,302.00537
"443",2020-04-28 10:00:00,4.198285,329.03625
"444",2020-04-28 11:00:00,4.2136917,19.983109
"445",2020-04-28 12:00:00,6.6087217,29.357742
"446",2020-04-28 13:00:00,9.585739,34.286865
"447",2020-04-28 14:00:00,11.4862,32.195724
"448",2020-04-28 15:00:00,13.979872,34.508514
"449",2020-04-28 16:00:00,18.043148,28.610443
"450",2020-04-28 17:00:00,24.967499,24.717422
"451",2020-04-28 18:00:00,25.772078,28.354965
"452",2020-04-28 19:00:00,25.264202,32.78427
"453",2020-04-28 20:00:00,21.407139,47.726303
"454",2020-04-28 21:00:00,20.87379,57.680374
"455",2020-04-28 22:00:00,16.610792,60.101105
"456",2020-04-28 23:00:00,10.495713,67.83366
"457",2020-04-29 00:00:00,3.219938,63.43495
"458",2020-04-29 01:00:00,0.8049845,26.565033
"459",2020-04-29 02:00:00,1.08,360
"460",2020-04-29 03:00:00,1.484318,345.96375
"461",2020-04-29 04:00:00,1.4399999,360
"462",2020-04-29 05:00:00,1.8,53.130096
"463",2020-04-29 06:00:00,2.9024127,82.874985
"464",2020-04-29 07:00:00,2.8799999,89.99999
"465",2020-04-29 08:00:00,5.3999996,216.8699
"466",2020-04-29 09:00:00,6.792466,212.00539
"467",2020-04-29 10:00:00,8.14587,225
"468",2020-04-29 11:00:00,12.783802,212.34744
"469",2020-04-29 12:00:00,17.555307,208.1416
"470",2020-04-29 13:00:00,19.513195,209.87599
"471",2020-04-29 14:00:00,17.477621,212.38068
"472",2020-04-29 15:00:00,15.496736,210.73549
"473",2020-04-29 16:00:00,13.0447235,207.97948
"474",2020-04-29 17:00:00,9.178235,205.55997
"475",2020-04-29 18:00:00,6.28713,336.37064
"476",2020-04-29 19:00:00,20.163212,1.0230255
"477",2020-04-29 20:00:00,19.483284,27.511993
"478",2020-04-29 21:00:00,11.269782,26.565033
"479",2020-04-29 22:00:00,7.2359104,5.7105865
"480",2020-04-29 23:00:00,9.007196,2.2906036
"481",2020-04-30 00:00:00,11.879999,360
"482",2020-04-30 01:00:00,13.339445,3.09404
"483",2020-04-30 02:00:00,15.188415,5.440323
"484",2020-04-30 03:00:00,18.486622,6.7098236
"485",2020-04-30 04:00:00,20.316889,7.125
"486",2020-04-30 05:00:00,21.707731,5.7105865
"487",2020-04-30 06:00:00,22.7057,357.2737
"488",2020-04-30 07:00:00,25.0064,337.12634
"489",2020-04-30 08:00:00,14.84318,345.96375
"490",2020-04-30 09:00:00,25.364037,6.519806
"491",2020-04-30 10:00:00,24.64094,11.802444
"492",2020-04-30 11:00:00,23.749088,14.03624
"493",2020-04-30 12:00:00,28.528723,10.175507
"494",2020-04-30 13:00:00,35.39186,9.366501
"495",2020-04-30 14:00:00,40.323215,7.6960297
"496",2020-04-30 15:00:00,41.982853,5.906128
"497",2020-04-30 16:00:00,39.609814,7.8355103
"498",2020-04-30 17:00:00,40.186382,9.79985
"499",2020-04-30 18:00:00,38.351406,9.72757
"500",2020-04-30 19:00:00,35.747112,9.272583
"501",2020-04-30 20:00:00,33.033802,20.409882
"502",2020-04-30 21:00:00,28.512817,24.623566
"503",2020-04-30 22:00:00,24.162947,24.655884
"504",2020-04-30 23:00:00,21.933426,23.198593
"505",2020-05-01 00:00:00,19.694992,18.10376
"506",2020-05-01 01:00:00,17.581125,10.619659
"507",2020-05-01 02:00:00,15.188415,5.440323
"508",2020-05-01 03:00:00,13.698934,356.98724
"509",2020-05-01 04:00:00,12.682018,353.4802
"510",2020-05-01 05:00:00,13.084402,352.09283
"511",2020-05-01 06:00:00,14.77755,357.2073
"512",2020-05-01 07:00:00,15.484185,358.6678
"513",2020-05-01 08:00:00,11.27553,343.30075
