location,Armadillo de los Infante,Armadillo de los Infante
20200507T1700,29.487053,107.77132
20200507T1800,29.035288,109.55824
20200507T1900,28.916763,108.886086
20200507T2000,20.771093,115.67681
20200507T2100,21.09305,117.43973
20200507T2200,17.22742,116.02959
20200507T2300,12.303366,110.556046
20200508T0000,7.771331,103.392494
20200508T0100,5.4119864,93.81408
20200508T0200,3.9763298,84.805565
20200508T0300,3.671294,78.69006
20200508T0400,2.7416782,66.8014
20200508T0500,2.0364676,44.999985
20200508T0600,2.2768397,18.434952
20200508T0700,2.9024127,352.875
20200508T0800,0.71999997,270.0
20200508T0900,1.4399999,270.0
20200508T1000,3.2599385,276.34018
20200508T1100,5.506941,281.30994
20200508T1200,10.028439,291.0375
20200508T1300,10.883676,304.2157
20200508T1400,8.557102,337.75098
20200508T1500,10.105681,4.085617
20200508T1600,11.435313,28.178574
20200508T1700,11.988594,41.347763
20200508T1800,11.983188,57.26477
20200508T1900,13.493999,80.78897
20200508T2000,7.386582,223.02507
20200508T2100,7.072878,194.74356
20200508T2200,6.9247384,152.10272
20200508T2300,9.387651,122.47119
20200509T0000,9.107359,108.434944
20200509T0100,10.308831,102.09476
20200509T0200,12.429127,100.00798
20200509T0300,16.981165,94.86451
20200509T0400,18.289274,100.20397
20200509T0500,20.60823,109.384514
20200509T0600,15.484185,107.59242
20200509T0700,12.224107,103.62699
20200509T0800,3.6179552,95.71059
20200509T0900,6.696387,126.25384
20200509T1000,11.090103,125.75388
20200509T1100,15.03835,132.08916
20200509T1200,13.281023,147.17145
20200509T1300,15.7908325,136.84761
20200509T1400,17.49615,126.63411
20200509T1500,14.689588,126.027374
20200509T1600,15.629971,118.92642
20200509T1700,16.1198,113.702644
20200509T1800,20.730501,110.323135
20200509T1900,26.183659,108.434944
20200509T2000,18.532133,114.07549
20200509T2100,17.81909,98.1301
20200509T2200,20.780453,104.03624
20200509T2300,12.620554,93.27049
20200510T0000,8.699793,114.44395
20200510T0100,11.525623,104.47029
20200510T0200,9.47012,98.74616
20200510T0300,6.130579,86.63353
20200510T0400,3.9763298,84.805565
20200510T0500,2.9024127,82.874985
20200510T0600,2.1897945,80.537674
20200510T0700,2.2768397,71.56504
20200510T0800,7.24486,116.56505
20200510T0900,6.6087217,119.35774
20200510T1000,8.39657,120.96376
20200510T1100,10.144082,117.474434
20200510T1200,11.966953,111.161255
20200510T1300,15.815435,101.82149
20200510T1400,21.03152,96.881714
20200510T1500,25.764534,97.22431
20200510T1600,30.599998,98.79741
20200510T1700,32.97293,100.69651
20200510T1800,34.838253,103.74905
20200510T1900,39.658867,105.802505
20200510T2000,35.864742,109.34433
20200510T2100,30.085318,111.0375
20200510T2200,25.417631,105.610985
20200510T2300,20.833395,99.95062
20200511T0000,16.700275,97.431404
20200511T0100,13.849476,98.97262
20200511T0200,10.495713,95.90614
20200511T0300,9.746631,94.23639
20200511T0400,7.5685663,92.72631
20200511T0500,6.519877,96.34019
20200511T0600,5.8048253,97.125015
20200511T0700,5.1544156,102.09476
20200511T0800,9.290511,125.537674
20200511T0900,9.227524,110.556046
20200511T1000,10.365251,110.323135
20200511T1100,12.72283,115.11483
20200511T1200,14.658676,114.67686
20200511T1300,18.455048,110.556046
20200511T1400,21.407139,109.653824
20200511T1500,25.161398,109.21267
20200511T1600,26.339111,111.65599
20200511T1700,28.277763,111.665955
20200511T1800,29.548521,112.190285
20200511T1900,26.64,108.92464
20200511T2000,18.584509,98.91492
20200511T2100,16.923828,91.218864
20200511T2200,15.226764,96.78896
20200511T2300,10.661107,101.68936
20200512T0000,7.072878,104.74355
20200512T0100,6.28713,103.24051
20200512T0200,5.1544156,102.09476
20200512T0300,4.802999,102.99461
20200512T0400,3.319036,102.52881
20200512T0500,2.968636,104.03624
20200512T0600,3.0758414,110.556046
20200512T0700,2.968636,104.03624
20200512T0800,2.6208394,105.9454
20200512T0900,2.3051248,128.6598
20200512T1000,2.4149535,153.43495
20200512T1100,2.16,180.0
20200512T1200,3.0758414,200.55605
20200512T1300,3.4152596,198.43495
20200512T1400,4.2136917,160.01689
20200512T1500,4.510787,151.38954
20200512T1600,5.6233797,129.80557
20200512T1700,8.427383,109.9831
20200512T1800,14.685176,101.30993
20200512T1900,26.220753,98.68635
20200512T2000,25.153671,99.057884
20200512T2100,20.12461,100.30484
20200512T2200,15.5843,96.632515
20200512T2300,14.869351,96.95296
