"","timestamp","Playa.Novillero.Wind.Speed..80.m.","Playa.Novillero.Wind.Direction..80.m."
"352",2020-04-26 15:00:00,12.387348,234.46233
"353",2020-04-26 16:00:00,14.186923,234.2933
"354",2020-04-26 17:00:00,12.768586,229.57393
"355",2020-04-26 18:00:00,13.044722,230.59933
"356",2020-04-26 19:00:00,7.7043357,232.59465
"357",2020-04-26 20:00:00,7.289445,237.09476
"358",2020-04-26 21:00:00,2.0991426,239.03624
"359",2020-04-26 22:00:00,3.2399998,89.99999
"360",2020-04-26 23:00:00,5.4477882,82.40536
"361",2020-04-27 00:00:00,6.2145634,79.99202
"362",2020-04-27 01:00:00,6.489992,70.55996
"363",2020-04-27 02:00:00,6.763786,64.79888
"364",2020-04-27 03:00:00,7.10031,59.534447
"365",2020-04-27 04:00:00,7.7879906,56.30993
"366",2020-04-27 05:00:00,7.491114,54.782394
"367",2020-04-27 06:00:00,7.9932966,54.16234
"368",2020-04-27 07:00:00,7.7879906,56.30993
"369",2020-04-27 08:00:00,7.491114,54.782394
"370",2020-04-27 09:00:00,1.1384199,18.434952
"371",2020-04-27 10:00:00,3.671294,258.69006
"372",2020-04-27 11:00:00,5.95906,244.98311
"373",2020-04-27 12:00:00,9.511088,240.52411
"374",2020-04-27 13:00:00,10.990322,238.3925
"375",2020-04-27 14:00:00,13.281023,237.17145
"376",2020-04-27 15:00:00,12.783802,237.65256
"377",2020-04-27 16:00:00,13.584932,237.99463
"378",2020-04-27 17:00:00,12.594856,239.03625
"379",2020-04-27 18:00:00,12.904882,239.85861
"380",2020-04-27 19:00:00,10.587918,234.68878
"381",2020-04-27 20:00:00,8.913181,223.36343
"382",2020-04-27 21:00:00,6.12,208.0725
"383",2020-04-27 22:00:00,3.96,180
"384",2020-04-27 23:00:00,4.072935,135
"385",2020-04-26 00:00:00,9.449572,107.74467
"386",2020-04-26 01:00:00,9.178235,101.30993
"387",2020-04-26 02:00:00,8.647496,92.38594
"388",2020-04-26 03:00:00,7.5685663,87.27369
"389",2020-04-26 04:00:00,7.6367526,81.869896
"390",2020-04-26 05:00:00,7.69592,79.2157
"392",2020-04-26 07:00:00,6.9153743,51.34018
"393",2020-04-26 08:00:00,6.9153743,51.34018
"394",2020-04-26 09:00:00,1.8,360
"395",2020-04-26 10:00:00,3.2599385,263.65982
"396",2020-04-26 11:00:00,5.6920996,251.56506
"397",2020-04-26 12:00:00,8.854829,243.43495
"398",2020-04-26 13:00:00,10.805998,240.01837
"399",2020-04-26 14:00:00,13.53236,241.38954
"400",2020-04-26 15:00:00,13.089354,238.49574
"401",2020-04-26 16:00:00,13.979872,235.49149
"402",2020-04-26 17:00:00,12.313894,232.12502
"403",2020-04-26 18:00:00,12.819235,231.84277
"416",2020-04-27 07:00:00,10.587917,72.18111
"417",2020-04-27 08:00:00,7.968939,71.56504
"418",2020-04-27 09:00:00,1.8,89.99999
"419",2020-04-27 10:00:00,3.0547013,225
"420",2020-04-27 11:00:00,6.12,241.92752
"421",2020-04-27 12:00:00,9.83268,246.2505
"422",2020-04-27 13:00:00,11.113451,245.09525
"423",2020-04-27 14:00:00,14.33234,244.72229
"424",2020-04-27 15:00:00,15.459054,242.24146
"425",2020-04-27 16:00:00,16.1198,240.57254
"426",2020-04-27 17:00:00,11.885453,234.86581
"427",2020-04-27 18:00:00,11.983188,237.26477
"428",2020-04-27 19:00:00,6.989936,235.49149
"429",2020-04-27 20:00:00,6.792466,237.99463
"430",2020-04-27 21:00:00,3.319036,229.39871
"431",2020-04-27 22:00:00,1.835647,168.69006
"432",2020-04-27 23:00:00,4.1046314,105.25512
"433",2020-04-28 00:00:00,5.1544156,102.09476
"434",2020-04-28 01:00:00,5.3999996,89.99999
"435",2020-04-28 02:00:00,6.0347,72.64597
"436",2020-04-28 03:00:00,6.12,61.927513
"437",2020-04-28 04:00:00,6.297428,59.036255
"438",2020-04-28 05:00:00,6.297428,59.036255
"439",2020-04-28 06:00:00,6.989936,55.491463
"440",2020-04-28 07:00:00,9.605998,77.00538
"441",2020-04-28 08:00:00,7.968939,71.56504
"442",2020-04-28 09:00:00,2.52,89.99999
"443",2020-04-28 10:00:00,3.0758414,200.55605
"444",2020-04-28 11:00:00,5.0911684,225
"445",2020-04-28 12:00:00,9,233.1301
"446",2020-04-28 13:00:00,10.685391,237.38075
