"","timestamp","Armadillo.de.los.Infante.Wind.Speed..80.m.","Armadillo.de.los.Infante.Wind.Direction..80.m."
"266",2020-04-23 01:00:00,31.170673,284.03625
"267",2020-04-23 02:00:00,32.305862,284.1911
"268",2020-04-23 03:00:00,29.871325,282.5288
"269",2020-04-23 04:00:00,25.455843,278.1301
"270",2020-04-23 05:00:00,21.707731,275.7106
"271",2020-04-23 06:00:00,18.888851,277.6668
"272",2020-04-23 07:00:00,18.175545,277.9696
"273",2020-04-23 08:00:00,15.986595,277.76517
"274",2020-04-23 09:00:00,13.339445,266.90594
"275",2020-04-23 10:00:00,17.873554,288.7999
"276",2020-04-23 11:00:00,18.58451,301.5348
"277",2020-04-23 12:00:00,16.78156,305.3948
"278",2020-04-23 13:00:00,13.979872,304.50854
"279",2020-04-23 14:00:00,12.10157,300.37915
"280",2020-04-23 15:00:00,11.770403,293.4287
"281",2020-04-23 16:00:00,11.503113,290.1363
"282",2020-04-23 17:00:00,10.829958,291.44775
"283",2020-04-23 18:00:00,8.699793,294.44397
"284",2020-04-23 19:00:00,5.4833565,336.8014
"285",2020-04-23 20:00:00,11.165805,339.22775
"286",2020-04-23 21:00:00,7.42159,50.906143
"287",2020-04-23 22:00:00,15.192682,103.70696
"288",2020-04-23 23:00:00,24.48,118.07248
"289",2020-04-24 00:00:00,27.757378,123.896164
"290",2020-04-24 01:00:00,21.599998,126.869896
"291",2020-04-24 02:00:00,12.979984,123.69006
"292",2020-04-24 03:00:00,10.685391,122.61925
"293",2020-04-24 04:00:00,7.9932966,125.83765
"294",2020-04-24 05:00:00,6.193674,125.537674
"295",2020-04-24 06:00:00,4.6102495,128.6598
"296",2020-04-24 07:00:00,3.563818,135
"297",2020-04-24 08:00:00,4.452954,165.96376
"298",2020-04-24 09:00:00,3.6,180
"299",2020-04-24 10:00:00,3.6179552,174.28941
"300",2020-04-24 11:00:00,4.0249224,153.43495
"301",2020-04-24 12:00:00,4.8433046,131.98721
"302",2020-04-24 13:00:00,5.154415,114.77514
"303",2020-04-24 14:00:00,4.452954,104.03624
"304",2020-04-24 15:00:00,4.3349743,94.76365
"305",2020-04-24 16:00:00,4.0249224,100.30484
"306",2020-04-24 17:00:00,7.2805495,98.53076
"307",2020-04-24 18:00:00,15.188415,95.44032
"308",2020-04-24 19:00:00,28.357857,98.02724
"309",2020-04-24 20:00:00,31.559088,101.18175
"310",2020-04-24 21:00:00,33.47032,108.82471
"311",2020-04-24 22:00:00,27.475807,111.5226
"312",2020-04-24 23:00:00,20.037485,107.78389
"313",2020-04-25 00:00:00,13.039754,96.34019
"314",2020-04-25 01:00:00,9.114471,80.90972
"315",2020-04-25 02:00:00,6.439876,63.43495
