"","timestamp","Samahil.Wind.Speed..80.m.","Samahil.Wind.Direction..80.m."
"442",2020-04-28 09:00:00,15.315873,119.577835
"443",2020-04-28 10:00:00,16.79314,120.96376
"444",2020-04-28 11:00:00,16.78156,125.39479
"445",2020-04-28 12:00:00,15.986593,125.83765
"446",2020-04-28 13:00:00,15.778516,124.77783
"447",2020-04-28 14:00:00,15.077082,123.31062
"448",2020-04-28 15:00:00,13.849477,117.89726
"449",2020-04-28 16:00:00,14.934577,105.37624
"450",2020-04-28 17:00:00,14.84318,104.03624
"451",2020-04-28 18:00:00,18.692286,105.64224
"452",2020-04-28 19:00:00,20.620806,106.22019
"453",2020-04-28 20:00:00,18.782204,77.828545
"454",2020-04-28 21:00:00,20.991426,84.09385
"455",2020-04-28 22:00:00,19.852295,85.84035
"456",2020-04-28 23:00:00,21.322214,101.68936
"457",2020-04-29 00:00:00,19.930477,110.071526
"458",2020-04-29 01:00:00,19.483284,117.51199
"459",2020-04-29 02:00:00,19.513195,119.87599
"460",2020-04-29 03:00:00,18.971008,123.388504
"461",2020-04-29 04:00:00,18,126.869896
"462",2020-04-29 05:00:00,17.935081,128.4802
"463",2020-04-29 06:00:00,17.884428,130.1009
"464",2020-04-29 07:00:00,17.826363,133.36342
"465",2020-04-29 08:00:00,16.831684,138.46823
"466",2020-04-29 09:00:00,19.174856,140.33215
"467",2020-04-29 10:00:00,18.723461,142.0284
"468",2020-04-29 11:00:00,16.641972,141.14662
"469",2020-04-29 12:00:00,14.113652,142.25319
"470",2020-04-29 13:00:00,10.799999,143.1301
"471",2020-04-29 14:00:00,8.217153,151.18921
"472",2020-04-29 15:00:00,5.991594,147.26477
"473",2020-04-29 16:00:00,4.1046314,142.12502
"474",2020-04-29 17:00:00,1.4399999,89.99999
"475",2020-04-29 18:00:00,6.519877,6.340164
"476",2020-04-29 19:00:00,17.227419,10.8403015
"477",2020-04-29 20:00:00,22.884789,19.29004
"478",2020-04-29 21:00:00,20.3774,32.005356
"479",2020-04-29 22:00:00,17.727943,29.167603
"480",2020-04-29 23:00:00,15.192682,36.326813
"481",2020-04-30 00:00:00,11.304229,52.76516
"482",2020-04-30 01:00:00,9.085988,56.30993
"483",2020-04-30 02:00:00,9.983106,64.358986
"484",2020-04-30 03:00:00,10.823973,86.18592
"485",2020-04-30 04:00:00,10.966713,113.19859
"486",2020-04-30 05:00:00,11.457958,133.72697
"487",2020-04-30 06:00:00,9.931042,136.4688
"488",2020-04-30 07:00:00,8.654987,135
"489",2020-04-30 08:00:00,2.8799999,270
"490",2020-04-30 09:00:00,6.638072,310.60132
"491",2020-04-30 10:00:00,10.805998,330.01837
"492",2020-04-30 11:00:00,13.009903,345.57922
"493",2020-04-30 12:00:00,15.517629,356.0091
"494",2020-04-30 13:00:00,19.45333,2.1210938
"495",2020-04-30 14:00:00,19.559633,6.340164
"496",2020-04-30 15:00:00,20.774214,8.972626
"497",2020-04-30 16:00:00,20.696085,13.069305
"498",2020-04-30 17:00:00,21.758419,16.336044
"499",2020-04-30 18:00:00,21.659916,21.447723
"500",2020-04-30 19:00:00,21.897945,27.407562
"501",2020-04-30 20:00:00,19.011953,18.778015
"502",2020-04-30 21:00:00,18.514643,26.565033
"503",2020-04-30 22:00:00,15.986593,35.837646
"504",2020-04-30 23:00:00,13.493999,43.919083
"505",2020-05-01 00:00:00,11.457958,43.726974
"506",2020-05-01 01:00:00,9.449572,40.364532
"507",2020-05-01 02:00:00,7.145796,40.914368
"508",2020-05-01 03:00:00,6.9153743,38.659805
"509",2020-05-01 04:00:00,8.209263,37.87497
"510",2020-05-01 05:00:00,10.233123,39.2894
"511",2020-05-01 06:00:00,11.592894,53.841812
"512",2020-05-01 07:00:00,11.753877,62.65013
"513",2020-05-01 08:00:00,7.653705,48.81407
"514",2020-05-01 09:00:00,9.504272,52.696053
"515",2020-05-01 10:00:00,8.404285,46.735703
"516",2020-05-01 11:00:00,6.9153743,38.659805
"517",2020-05-01 12:00:00,8.161764,41.42366
"518",2020-05-01 13:00:00,10.464797,26.565033
"519",2020-05-01 14:00:00,13.53236,28.610443
"520",2020-05-01 15:00:00,18.681883,25.083572
"521",2020-05-01 16:00:00,20.46941,23.860168
"522",2020-05-01 17:00:00,21.461555,22.693771
"523",2020-05-01 18:00:00,21.2522,26.130997
"524",2020-05-01 19:00:00,21.611996,29.981628
"525",2020-05-01 20:00:00,20.497883,30.618591
"526",2020-05-01 21:00:00,19.681828,39.805573
"527",2020-05-01 22:00:00,17.873556,62.402702
"528",2020-05-01 23:00:00,16.946787,77.73522
"529",2020-05-02 00:00:00,15.683776,80.75388
"530",2020-05-02 01:00:00,15.273505,81.869896
"531",2020-05-02 02:00:00,14.830076,84.4278
"532",2020-05-02 03:00:00,14.830076,84.4278
